order_id,order_date,customer_id,customer_segment,region,category,product,quantity,unit_price,discount,total_sales,cost,profit
ORD005228,2024-01-05,CUST00520,New,South,Electronics,Laptop Stand,1,142.86,0.0,142.86,66.52,76.34
ORD004550,2024-07-22,CUST00487,New,WEST,Electronics,Power Bank,2,50.23,0.05,95.44,62.21,33.23
ORD002140,2024-09-23,CUST00141,Returning,South,Beauty,Face Serum,1,54.52,0.0,54.52,35.08,19.44
ORD003868,2024-02-07,CUST00102,Returning,East,Sports & Outdoors,Water Bottle,1,109.63,0.1,98.67,65.98,32.69
ORD000031,2024-03-08,CUST00704,Returning,CENTRAL,Sports & Outdoors,Yoga Mat,1,153.56,0.0,153.56,80.03,73.53
ORD004768,2024-11-24,CUST01534,Returning,NORTH,Home & Kitchen,Coffee Maker,1,22.76,0.0,22.76,11.58,11.18
ORD000338,2025-01-04,CUST01116,New,EAST,Apparel,Yoga Pants,2,54.6,0.15,92.82,65.71,27.11
ORD000037,2024-11-24,CUST01021,New,North,Beauty,Shampoo Set,1,118.17,0.1,106.35,76.59,29.76
ORD005798,2024-03-06,CUST00122,New,North,Electronics,Wireless Earbuds,2,99.13,0.0,198.26,115.22,83.04
ORD004281,2024-02-23,CUST00083,New,EAST,Apparel,Denim Jacket,1,262.69,0.0,262.69,166.74,95.95
ORD002615,2024-11-23,CUST00204,New,SOUTH,Apparel,Winter Coat,1,202.56,0.0,202.56,94.85,107.71
ORD000863,2024-10-27,CUST00563,Returning,North,Sports & Outdoors,Water Bottle,2,122.82,0.0,245.64,122.93,122.71
ORD005044,2025-12-01,CUST00978,Returning,EAST,Electronics,Laptop Stand,1,165.25,0.0,165.25,93.11,72.14
ORD003177,2024-07-06,CUST00702,New,North ,Home & Kitchen,Cookware Set,3,148.74,0.0,446.22,227.61,218.61
ORD000398,2024-12-23,CUST00841,New,East,Apparel,Running Shoes,1,12.26,0.0,12.26,6.86,5.4
ORD003496,2024-01-30,CUST01678,Returning,central,Home & Kitchen,Blender,1,200.3,0.0,200.3,92.88,107.42
ORD004921,2024-02-04,CUST00280,,south,Electronics,Bluetooth Speaker,1,217.78,0.0,217.78,120.66,97.12
ORD000380,2024-05-26,CUST01625,Returning,north,Beauty,Shampoo Set,3,114.87,0.1,310.15,211.76,98.39
ORD002099,2024-01-22,CUST01785,,Central,Home & Kitchen,Blender,2,231.15,0.0,462.3,253.05,209.25
ORD002731,2024-02-01,CUST00190,VIP,south,Home & Kitchen,Coffee Maker,1,21.91,0.0,21.91,10.4,11.51
ORD001541,2024-05-22,CUST01722,New,SOUTH,Sports & Outdoors,Bike Helmet,1,97.12,0.0,97.12,45.99,51.13
ORD004382,2024-05-12,CUST01452,Returning,north,Electronics,Power Bank,1,42.09,0.15,35.78,22.79,12.99
ORD005395,2025-01-28,CUST00138,Returning,south,Apparel,Denim Jacket,2,222.82,0.0,445.64,241.79,203.85
ORD002973,2024-03-18,CUST00806,Returning,WEST,Electronics,Smartwatch,1,168.37,0.0,168.37,88.16,80.21
ORD004103,2025-01-12,CUST00467,Returning,CENTRAL,Apparel,Running Shoes,3,14.25,0.1,38.48,27.66,10.82
ORD002476,2024-12-01,CUST01554,VIP,central,Beauty,Perfume,1,83.16,0.05,79.0,47.38,31.62
ORD003309,2024-12-05,CUST00893,VIP,North,Electronics,Wireless Earbuds,1,103.88,0.15,88.3,62.75,25.55
ORD003668,2024-11-20,CUST00297,VIP,central,Apparel,Running Shoes,1,13.69,0.0,13.69,8.08,5.61
ORD003701,2024-02-13,CUST01749,Returning,CENTRAL,Electronics,Smartwatch,1,176.66,0.0,176.66,105.64,71.02
ORD003170,2025-08-08,CUST01797,New,north,Apparel,Running Shoes,1,13.0,0.05,12.35,6.6,5.75
ORD000731,2024-02-09,CUST01716,Returning,EAST,Sports & Outdoors,Water Bottle,1,110.58,0.0,110.58,61.02,49.56
ORD001457,2025-12-07,CUST00164,New,south,Electronics,Laptop Stand,1,141.54,0.0,141.54,71.38,70.16
ORD004811,2025-09-19,CUST01419,Returning,south,Home & Kitchen,Coffee Maker,4,21.29,0.0,85.16,53.71,31.45
ORD001755,2024-06-07,CUST00596,Returning,west,Home & Kitchen,Cookware Set,1,145.25,0.05,137.99,81.26,56.73
ORD003792,2024-06-21,CUST00947,VIP,south,Apparel,Denim Jacket,2,256.27,0.0,512.54,278.51,234.03
ORD005352,2024-01-10,CUST00813,New,Central,Electronics,Wireless Earbuds,1,108.47,0.0,108.47,65.23,43.24
ORD003007,2025-05-26,CUST01233,New,east,Sports & Outdoors,Camping Tent,2,37.7,0.15,64.09,40.64,23.45
ORD003410,2024-08-13,CUST00614,VIP,West,Sports & Outdoors,Yoga Mat,2,171.43,0.0,342.86,203.34,139.52
ORD002901,2024-10-08,CUST01086,New,NORTH,Apparel,Denim Jacket,1,232.6,0.0,232.6,135.81,96.79
ORD003722,2025-02-09,CUST01488,,West,Electronics,Smartwatch,2,176.09,0.0,352.18,185.35,166.83
ORD001504,2024-11-15,CUST00855,New,EAST,Electronics,Laptop Stand,1,151.15,0.0,151.15,78.98,72.17
ORD002039,2024-05-17,CUST00701,Returning,North ,Apparel,Yoga Pants,1,55.97,0.0,55.97,28.5,27.47
ORD005564,2024-12-25,CUST01001,Returning,east,Beauty,Perfume,2,79.83,0.05,151.68,74.73,76.95
ORD004386,2024-04-17,CUST00740,New,north,Apparel,T-Shirt Pack,1,60.96,0.0,60.96,29.95,31.01
ORD005507,2025-01-01,CUST00971,Returning,central,Beauty,Shampoo Set,3,106.1,0.0,318.3,179.11,139.19
ORD001107,2024-04-28,CUST00439,New,Central,Electronics,Power Bank,1,43.04,0.1,38.74,26.76,11.98
ORD004198,2024-06-17,CUST00356,New,Central,Beauty,Perfume,2,76.54,0.0,153.08,77.76,75.32
ORD004570,2024-01-12,CUST01381,Returning,west,Electronics,Laptop Stand,1,157.03,0.0,157.03,101.91,55.12
ORD005998,2025-01-09,CUST00448,VIP,east,Home & Kitchen,Coffee Maker,1,22.06,0.0,22.06,12.9,9.16
ORD000496,2024-05-14,CUST00661,Returning,East,Electronics,Bluetooth Speaker,1,218.12,0.1,196.31,129.95,66.36
ORD001458,2024-05-23,CUST00306,New,East,Electronics,Wireless Earbuds,2,105.41,0.2,168.66,128.18,40.48
ORD005689,2024-01-09,CUST01725,Returning,north,Home & Kitchen,Blender,2,199.68,0.0,399.36,257.22,142.14
ORD001296,2024-05-06,CUST00303,Returning,south,Beauty,Perfume,1,70.92,0.0,70.92,41.72,29.2
ORD004532,2025-08-13,CUST01221,Returning,West,Beauty,Makeup Kit,1,139.26,0.0,139.26,67.38,71.88
ORD005314,2025-04-08,CUST00616,New,WEST,Home & Kitchen,Air Fryer,1,48.85,0.0,48.85,27.66,21.19
ORD002302,2024-12-06,CUST01752,VIP,NORTH,Home & Kitchen,Air Fryer,2,50.19,0.15,85.32,52.32,33.0
ORD002376,2024-02-22,CUST00307,VIP,Central,Apparel,Winter Coat,2,212.25,0.0,424.5,192.25,232.25
ORD001351,2025-02-08,CUST00996,New,east,Electronics,Power Bank,1,48.02,0.0,48.02,23.8,24.22
ORD002423,2024-06-06,CUST01059,VIP,CENTRAL,Beauty,Perfume,2,81.14,0.05,154.17,104.81,49.36
ORD005184,2024-11-14,CUST00633,New,SOUTH,Apparel,Yoga Pants,2,53.47,0.15,90.9,50.07,40.83
ORD003951,2025-09-15,CUST00771,Returning,west,Apparel,Winter Coat,2,213.65,0.0,427.3,222.73,204.57
ORD004749,2024-05-09,CUST00310,Returning,WEST,Electronics,Power Bank,1,41.58,0.05,39.5,24.63,14.87
ORD002836,2024-03-10,CUST01024,New,Central,Sports & Outdoors,Dumbbell Set,1,71.92,0.0,71.92,33.7,38.22
ORD003622,2024-07-23,CUST00855,Returning,south,Beauty,Makeup Kit,1,136.6,0.0,136.6,73.51,63.09
ORD004066,2025-08-05,CUST00273,New,CENTRAL,Home & Kitchen,Cookware Set,2,165.68,0.0,331.36,206.78,124.58
ORD002043,2024-11-02,CUST01508,Returning,NORTH,Apparel,Denim Jacket,1,263.74,0.1,237.37,145.02,92.35
ORD001464,2024-11-08,CUST00301,Returning,East,Home & Kitchen,Vacuum Cleaner,3,168.49,0.2,404.38,281.88,122.5
ORD005763,2024-10-08,CUST01124,Returning,north,Electronics,Bluetooth Speaker,1,258.63,0.0,258.63,142.4,116.23
ORD005708,2024-06-11,CUST01692,Returning,North ,Apparel,Yoga Pants,1,47.38,0.0,47.38,22.18,25.2
ORD002631,2024-02-19,CUST01568,VIP,west,Home & Kitchen,Cookware Set,1,168.21,0.0,168.21,88.96,79.25
ORD001034,2024-05-14,CUST01549,Returning,North,Electronics,Laptop Stand,1,138.16,0.1,124.34,68.44,55.9
ORD000836,2025-03-10,CUST00293,Returning,East,Home & Kitchen,Vacuum Cleaner,2,190.03,0.15,323.05,245.41,77.64
ORD005976,2025-06-16,CUST01528,New,SOUTH,Electronics,Laptop Stand,2,153.51,0.0,307.02,199.12,107.9
ORD005067,2024-01-16,CUST00583,New,south,Home & Kitchen,Cookware Set,2,165.31,0.0,330.62,205.81,124.81
ORD001947,2024-09-19,CUST00078,New,SOUTH,Electronics,Laptop Stand,2,159.5,0.0,319.0,187.49,131.51
ORD003216,2024-07-10,CUST00579,New,CENTRAL,Electronics,Wireless Earbuds,1,108.32,0.0,108.32,62.76,45.56
ORD001422,2024-06-17,CUST00562,Returning,EAST,Beauty,Hair Dryer,2,88.43,0.0,176.86,100.68,76.18
ORD000944,2024-04-12,CUST00702,,East,Home & Kitchen,Blender,1,227.7,0.0,227.7,118.47,109.23
ORD000189,2024-05-07,CUST01490,New,West,Beauty,Face Serum,1,48.1,0.2,38.48,26.34,12.14
ORD002960,2025-03-14,CUST01368,Returning,WEST,Beauty,Shampoo Set,2,120.72,0.0,241.44,150.51,90.93
ORD002426,2024-05-12,CUST01714,Returning,South,Apparel,Running Shoes,1,11.88,0.0,11.88,5.93,5.95
ORD001170,2024-05-24,CUST00804,New,South,Apparel,T-Shirt Pack,1,58.94,0.0,58.94,33.75,25.19
ORD002021,2024-12-24,CUST01068,Returning,central,Electronics,Bluetooth Speaker,1,244.19,0.15,207.56,125.34,82.22
ORD005018,2024-04-28,CUST01653,VIP,North,Beauty,Hair Dryer,1,75.4,0.0,75.4,41.39,34.01
ORD000694,2024-10-19,CUST01178,Returning,south,Apparel,Denim Jacket,1,259.1,0.0,259.1,142.89,116.21
ORD004989,2024-04-04,CUST00723,New,West,Electronics,Power Bank,2,47.16,0.15,80.17,51.21,28.96
ORD000498,2024-01-19,CUST00247,Returning,West,Home & Kitchen,Blender,2,214.29,0.0,428.58,275.28,153.3
ORD003865,2024-01-16,CUST00172,Returning,west,Home & Kitchen,Vacuum Cleaner,2,183.94,0.0,367.88,230.85,137.03
ORD003857,2024-01-31,CUST00760,VIP,Central,Electronics,Smartwatch,1,177.04,0.0,177.04,88.09,88.95
ORD003549,2024-08-14,CUST01773,New,Central,Home & Kitchen,Coffee Maker,1,21.07,0.0,21.07,13.16,7.91
ORD000204,2024-11-16,CUST01543,New,west,Apparel,Yoga Pants,1,54.42,0.0,54.42,25.88,28.54
ORD002458,2024-05-16,CUST00686,New,Central,Sports & Outdoors,Water Bottle,1,108.59,0.1,97.73,66.01,31.72
ORD001319,2025-04-30,CUST01400,New,west,Electronics,Laptop Stand,1,167.57,0.2,134.06,80.8,53.26
ORD004618,2024-03-23,CUST00222,,north,Apparel,Yoga Pants,1,51.54,0.15,43.81,23.56,20.25
ORD004131,2024-10-27,CUST01163,Returning,south,Electronics,Smartwatch,3,188.32,0.05,536.71,276.74,259.97
ORD000699,2024-05-27,CUST01705,VIP,East,Electronics,Bluetooth Speaker,3,232.53,0.0,697.59,438.96,258.63
ORD005047,2025-04-24,CUST00347,New,central,Home & Kitchen,Vacuum Cleaner,1,165.27,0.0,165.27,82.29,82.98
ORD002890,2024-04-29,CUST00745,New,South,Home & Kitchen,Coffee Maker,2,23.53,0.0,47.06,30.34,16.72
ORD002335,2024-04-03,CUST01661,New,east,Electronics,Laptop Stand,1,162.68,0.05,154.55,82.79,71.76
ORD003576,2024-07-16,CUST00138,New,CENTRAL,Beauty,Hair Dryer,2,73.58,0.1,132.44,67.88,64.56
ORD005433,2024-09-02,CUST01123,New,south,Apparel,T-Shirt Pack,1,57.77,0.0,57.77,26.6,31.17
ORD002301,2024-02-25,CUST01368,VIP,WEST,Apparel,T-Shirt Pack,1,54.58,0.0,54.58,30.07,24.51
ORD002583,2024-10-01,CUST01682,Returning,SOUTH,Sports & Outdoors,Bike Helmet,1,88.88,0.0,88.88,56.94,31.94
ORD003703,2025-06-15,CUST01162,New,CENTRAL,Beauty,Perfume,1,71.2,0.0,71.2,46.12,25.08
ORD005955,2024-03-07,CUST00841,Returning,Central,Electronics,Bluetooth Speaker,2,253.0,0.0,506.0,239.52,266.48
ORD005576,2024-05-13,CUST01702,Returning,south,Beauty,Perfume,2,71.02,0.0,142.04,76.95,65.09
ORD005796,2025-12-29,CUST01737,New,East,Electronics,Smartwatch,1,188.83,0.0,188.83,87.22,101.61
ORD005879,2024-01-07,CUST00796,New,WEST,Home & Kitchen,Blender,1,214.39,0.0,214.39,127.67,86.72
ORD003520,2024-03-14,CUST00240,New,East,Electronics,Laptop Stand,1,153.23,0.1,137.91,76.02,61.89
ORD004110,2024-10-30,CUST01076,Returning,West,Electronics,Wireless Earbuds,1,102.99,0.0,102.99,53.62,49.37
ORD003632,2024-05-25,CUST01734,,CENTRAL,Home & Kitchen,Vacuum Cleaner,1,189.83,0.15,161.36,104.23,57.13
ORD005059,2025-06-25,CUST00519,New,North,Home & Kitchen,Cookware Set,1,167.66,0.15,142.51,89.46,53.05
ORD000195,2024-01-10,CUST01044,Returning,North,Electronics,Laptop Stand,2,153.19,0.05,291.06,144.25,146.81
ORD003469,2024-08-19,CUST00983,New,SOUTH,Beauty,Hair Dryer,2,73.52,0.1,132.34,81.49,50.85
ORD001888,2024-12-20,CUST00548,Returning,West,Beauty,Face Serum,1,54.68,0.0,54.68,32.79,21.89
ORD002305,2024-03-28,CUST01653,New,central,Sports & Outdoors,Yoga Mat,1,160.43,0.0,160.43,90.56,69.87
ORD000775,2024-02-06,CUST00553,Returning,South,Electronics,Smartwatch,1,172.73,0.0,172.73,95.5,77.23
